case_id,seed,model,mask_type,lesion_group,spacing_x_mm,spacing_y_mm,spacing_z_mm,voxel_volume_ml,subtype_correct_foreground_voxels,wrong_subtype_foreground_voxels,wrong_subtype_fraction_of_hard_binary_tp,dice,hd95_mm,hd95_defined,complete_miss,tp_voxels,fp_voxels,fn_voxels,fp_volume_ml,fn_volume_ml,precision,recall,pred_volume_ml,gt_volume_ml
case_041,3407,E2,hard_union,small_lt1ml,0.49486300349235535,0.49486300349235535,5.0,0.0012244469611273744,521,0,0.0,0.07071118349619979,115.01025764848295,True,False,521,13588,106,16.637785307798765,0.12979137787950168,0.03692678432206393,0.8309409888357256,17.275722174546125,0.7677282446268637
case_041,3407,E2,soft_union_p0p5,small_lt1ml,0.49486300349235535,0.49486300349235535,5.0,0.0012244469611273744,521,0,0.0,0.07067281606077049,115.01599570910548,True,False,521,13596,106,16.647580883487784,0.12979137787950168,0.03690585818516682,0.8309409888357256,17.285517750235144,0.7677282446268637
case_048,3407,E0,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392677307128906,0.0012857132055386917,30072,1747,0.05490430246079386,0.6666247656159978,20.733118641929707,True,False,31819,27210,4615,34.9842563227078,5.933566443561062,0.5390401328160734,0.8733326014162596,75.89436480974344,46.84367493059669
case_048,3407,E0,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392677307128906,0.0012857132055386917,30072,1747,0.05490430246079386,0.6665829592658861,20.733118641929707,True,False,31853,27284,4581,35.079399099917666,5.889852194572747,0.538630637333649,0.8742657956853489,76.03322183594162,46.84367493059669
case_048,3407,E2,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392677307128906,0.0012857132055386917,28627,2772,0.08828306633969235,0.780991941100388,15.761415074225045,True,False,31399,12575,5035,16.167843559649047,6.473565989887312,0.7140355664710966,0.8618049075039798,56.53795250035843,46.84367493059669
case_048,3407,E2,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392677307128906,0.0012857132055386917,28627,2772,0.08828306633969235,0.7828407581644179,15.761646134794207,True,False,31534,12595,4900,16.19355782375982,6.299994707139589,0.7145867796686985,0.8655102376900697,56.73723804721693,46.84367493059669
case_052,3407,E0,hard_union,large_ge10ml,0.48828125,0.48828125,5.0,0.0011920928955078125,55090,3871,0.06565356761248961,0.9182812110640418,2.0716018980074633,True,False,58961,5373,5121,6.405115127563477,6.104707717895508,0.9164827307489042,0.9200867638338379,76.69210433959961,76.39169692993164
case_052,3407,E0,soft_union_p0p5,large_ge10ml,0.48828125,0.48828125,5.0,0.0011920928955078125,55090,3871,0.06565356761248961,0.9184700984397495,2.0716018980074633,True,False,59014,5409,5068,6.448030471801758,6.041526794433594,0.9160393027334958,0.9209138291563934,76.7982006072998,76.39169692993164
case_052,3407,E2,hard_union,large_ge10ml,0.48828125,0.48828125,5.0,0.0011920928955078125,56015,2183,0.03750988006460703,0.9112160141540823,2.6294750034836447,True,False,58198,5457,5884,6.505250930786133,7.014274597167969,0.9142722488414108,0.9081801441902563,75.8826732635498,76.39169692993164
case_052,3407,E2,soft_union_p0p5,large_ge10ml,0.48828125,0.48828125,5.0,0.0011920928955078125,56015,2183,0.03750988006460703,0.9117550471484198,2.6294750034836447,True,False,58304,5508,5778,6.566047668457031,6.887912750244141,0.9136839465931172,0.9098342748353672,76.06983184814453,76.39169692993164
case_053,3407,E0,hard_union,large_ge10ml,0.431640625,0.431640625,5.16455078125,0.0009622261989861729,11890,2708,0.18550486367995617,0.7837221163396236,11.786634098075616,True,False,14598,2472,5585,2.378623163893819,5.374033321337776,0.8551845342706502,0.7232819699747313,16.42520121669397,19.420611374137927
case_053,3407,E0,soft_union_p0p5,large_ge10ml,0.431640625,0.431640625,5.16455078125,0.0009622261989861729,11890,2708,0.18550486367995617,0.7859857609335689,11.766420507131027,True,False,14683,2496,5500,2.4017165926694877,5.292244094423951,0.8547063274928692,0.7274934350691176,16.530083872383464,19.420611374137927
case_053,3407,E2,hard_union,large_ge10ml,0.431640625,0.431640625,5.16455078125,0.0009622261989861729,12273,3254,0.20957042571005347,0.7968080465963616,13.188993866543838,True,False,15527,3263,4656,3.139744087291882,4.480125182479621,0.8263437998935604,0.7693108061239657,18.08023027895019,19.420611374137927
case_053,3407,E2,soft_union_p0p5,large_ge10ml,0.431640625,0.431640625,5.16455078125,0.0009622261989861729,12273,3254,0.20957042571005347,0.7973759065166697,13.194642933291616,True,False,15558,3282,4625,3.158026385072619,4.4502961703110495,0.825796178343949,0.7708467522172125,18.128341588899495,19.420611374137927
case_055,3407,E0,hard_union,large_ge10ml,0.4947509765625,0.4947509765625,5.0,0.001223892644047737,24023,14680,0.3792987623698421,0.8630393577879363,5.0,True,False,38703,5314,6970,6.503765510469675,8.530531729012727,0.8792739168957449,0.84739342718893,53.87208251304924,55.898848731592295
case_055,3407,E0,soft_union_p0p5,large_ge10ml,0.4947509765625,0.4947509765625,5.0,0.001223892644047737,24023,14680,0.3792987623698421,0.8637415965451226,5.0,True,False,38801,5370,6872,6.572303498536348,8.41059024989605,0.8784270222544204,0.8495391150132463,54.06056198023259,55.898848731592295
case_055,3407,E2,hard_union,large_ge10ml,0.4947509765625,0.4947509765625,5.0,0.001223892644047737,35799,4378,0.10896781740796974,0.8776390663739528,3.8641286543517666,True,False,40177,5707,5496,6.984755319580436,6.726513971686363,0.8756211315491239,0.8796663236485451,56.157090079486366,55.898848731592295
case_055,3407,E2,soft_union_p0p5,large_ge10ml,0.4947509765625,0.4947509765625,5.0,0.001223892644047737,35799,4378,0.10896781740796974,0.8774463814282286,3.9580078125,True,False,40216,5777,5457,7.070427804663777,6.678782158568501,0.8743939295110126,0.8805202198235281,56.29049437768757,55.898848731592295
case_068,3407,E0,hard_union,large_ge10ml,0.48828125,0.48828125,5.3740234375,0.0012812670320272446,7739,613,0.0733955938697318,0.46963562753036436,19.087538233218424,True,False,8352,12009,6855,15.38673578761518,8.783085504546762,0.410195962870193,0.5492207536003156,26.087878039106727,19.484227756038308
case_068,3407,E0,soft_union_p0p5,large_ge10ml,0.48828125,0.48828125,5.3740234375,0.0012812670320272446,7739,613,0.0733955938697318,0.4696846985226352,19.37787452170515,True,False,8409,12191,6798,15.619926387444139,8.710053283721209,0.40820388349514564,0.5529690274215822,26.394100859761238,19.484227756038308
case_068,3407,E2,hard_union,large_ge10ml,0.48828125,0.48828125,5.3740234375,0.0012812670320272446,7542,121,0.015790160511549002,0.4622112310754569,11.36069501392638,True,False,7663,10288,7544,13.181675225496292,9.665878489613533,0.42688429613949086,0.5039126717958835,23.000024491921067,19.484227756038308
case_068,3407,E2,soft_union_p0p5,large_ge10ml,0.48828125,0.48828125,5.3740234375,0.0012812670320272446,7542,121,0.015790160511549002,0.46268073466197734,11.320631445267534,True,False,7696,10364,7511,13.279051519930363,9.623596677556634,0.42613510520487263,0.5060827250608273,23.139682598412037,19.484227756038308
case_069,3407,E0,hard_union,medium_1to10ml,0.4882810115814209,0.4882810115814209,2.5830001831054688,0.0006158346320736331,1573,3134,0.6658168684937328,0.6236502153030805,5.651923093129126,True,False,4707,1338,4343,0.8239867377145211,2.674569807095789,0.7786600496277916,0.5201104972375691,3.7227203508851123,5.57330342026638
case_069,3407,E0,soft_union_p0p5,medium_1to10ml,0.4882810115814209,0.4882810115814209,2.5830001831054688,0.0006158346320736331,1573,3134,0.6658168684937328,0.6266394252949318,5.630752000328639,True,False,4754,1369,4296,0.8430776113088038,2.645625579388328,0.7764167891556426,0.5253038674033149,3.770755452186856,5.57330342026638
case_069,3407,E2,hard_union,medium_1to10ml,0.4882810115814209,0.4882810115814209,2.5830001831054688,0.0006158346320736331,4925,103,0.02048528241845664,0.4829043411448329,12.236649087302958,True,False,5028,6746,4022,4.154420427968729,2.4768868902001526,0.4270426363173093,0.5555801104972375,7.250836958034957,5.57330342026638
case_069,3407,E2,soft_union_p0p5,medium_1to10ml,0.4882810115814209,0.4882810115814209,2.5830001831054688,0.0006158346320736331,4925,103,0.02048528241845664,0.4829008585543671,12.243527261774393,True,False,5034,6765,4016,4.166121285978128,2.473191882407711,0.4266463259598271,0.5562430939226519,7.2662328238367975,5.57330342026638
case_071,3407,E0,hard_union,large_ge10ml,0.48828125,0.48828125,5.0,0.0011920928955078125,49275,5069,0.0932761666421316,0.8817712009475828,5.0,True,False,54344,4508,10065,5.373954772949219,11.998414993286133,0.923401073880242,0.843733018677514,70.15705108642578,76.7815113067627
case_071,3407,E0,soft_union_p0p5,large_ge10ml,0.48828125,0.48828125,5.0,0.0011920928955078125,49275,5069,0.0932761666421316,0.8831625135603375,5.0,True,False,54545,4568,9864,5.4454803466796875,11.758804321289062,0.9227242738483921,0.8468537005697961,70.46818733215332,76.7815113067627
case_071,3407,E2,hard_union,large_ge10ml,0.48828125,0.48828125,5.0,0.0011920928955078125,51507,2555,0.04726055269875328,0.8847176650601818,5.0,True,False,54062,3742,10347,4.460811614990234,12.334585189819336,0.9352639955712407,0.8393547485599838,68.9077377319336,76.7815113067627
case_071,3407,E2,soft_union_p0p5,large_ge10ml,0.48828125,0.48828125,5.0,0.0011920928955078125,51507,2555,0.04726055269875328,0.8856433379075999,5.0,True,False,54212,3803,10197,4.533529281616211,12.155771255493164,0.9344479875894165,0.8416836156437765,69.15926933288574,76.7815113067627
case_074,3407,E0,hard_union,medium_1to10ml,0.48828125,0.48828125,5.17626953125,0.001234118826687336,2443,376,0.13338063142958495,0.6542880352790994,115.06275176428072,True,False,2819,1889,1090,2.3312504636123776,1.3451895210891962,0.598768054375531,0.7211563059606038,5.810231436043978,4.824170493520796
case_074,3407,E0,soft_union_p0p5,medium_1to10ml,0.48828125,0.48828125,5.17626953125,0.001234118826687336,2443,376,0.13338063142958495,0.6561813345669019,115.07155808036168,True,False,2837,1901,1072,2.3460598895326257,1.3229753822088242,0.5987758547910511,0.7257610642107956,5.847255000844598,4.824170493520796
case_074,3407,E2,hard_union,medium_1to10ml,0.48828125,0.48828125,5.17626953125,0.001234118826687336,2175,678,0.23764458464773922,0.7707686073213562,57.852220185190454,True,False,2853,641,1056,0.7910701679065824,1.3032294809818268,0.816542644533486,0.7298541826554106,4.312011180445552,4.824170493520796
case_074,3407,E2,soft_union_p0p5,medium_1to10ml,0.48828125,0.48828125,5.17626953125,0.001234118826687336,2175,678,0.23764458464773922,0.7733870967741936,57.97767749012285,True,False,2877,654,1032,0.8071137126535177,1.2736106291413307,0.8147833474936279,0.735993860322333,4.357673577032983,4.824170493520796
case_079,3407,E0,hard_union,small_lt1ml,0.4882810115814209,0.4882810115814209,2.5,0.0005960458656774393,0,0,nan,0.0,55.26756723378242,True,False,0,412,88,0.24557089665910498,0.05245203617961466,0.0,0.0,0.24557089665910498,0.05245203617961466
case_079,3407,E0,soft_union_p0p5,small_lt1ml,0.4882810115814209,0.4882810115814209,2.5,0.0005960458656774393,0,0,nan,0.0,55.26756723378242,True,False,0,412,88,0.24557089665910498,0.05245203617961466,0.0,0.0,0.24557089665910498,0.05245203617961466
case_079,3407,E2,hard_union,small_lt1ml,0.4882810115814209,0.4882810115814209,2.5,0.0005960458656774393,0,0,nan,0.0,48.30214745957794,True,False,0,32,88,0.019073467701678056,0.05245203617961466,0.0,0.0,0.019073467701678056,0.05245203617961466
case_079,3407,E2,soft_union_p0p5,small_lt1ml,0.4882810115814209,0.4882810115814209,2.5,0.0005960458656774393,0,0,nan,0.0,48.30214745957794,True,False,0,32,88,0.019073467701678056,0.05245203617961466,0.0,0.0,0.019073467701678056,0.05245203617961466
case_080,3407,E0,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.0,0.0011920917313548785,5424,2152,0.2840549102428722,0.7513264243566222,5.0,True,False,7576,809,4206,0.9644022106660967,5.013937822078619,0.9035181872391175,0.6430147682906128,9.995689167410656,14.04522477882318
case_080,3407,E0,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.0,0.0011920917313548785,5424,2152,0.2840549102428722,0.7532133676092545,5.0,True,False,7618,828,4164,0.9870519535618394,4.963869969361714,0.9019654274212645,0.6465795280937022,10.068406763023305,14.04522477882318
case_080,3407,E2,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.0,0.0011920917313548785,6072,1484,0.19640021175224986,0.72678305198865,5.0,True,False,7556,1455,4226,1.7344934691213483,5.037779656705717,0.8385306847186772,0.641317263622475,10.74193859123881,14.04522477882318
case_080,3407,E2,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.0,0.0011920917313548785,6072,1484,0.19640021175224986,0.7282681778887715,5.0,True,False,7582,1458,4200,1.738069744315413,5.0067852716904895,0.838716814159292,0.6435240196910541,10.776509251448102,14.04522477882318
case_086,3407,E0,hard_union,large_ge10ml,0.48828125,0.48828125,5.373893737792969,0.0012812361092073843,35937,38904,0.5198220226880987,0.8252580275229358,7.6603561466021795,True,False,74841,2476,29218,3.1723406063974835,37.435156638821354,0.9679759949299637,0.7192169826732911,99.06133225558733,133.3241482880112
case_086,3407,E0,soft_union_p0p5,large_ge10ml,0.48828125,0.48828125,5.373893737792969,0.0012812361092073843,35937,38904,0.5198220226880987,0.8351130687593586,7.597853774348355,True,False,76407,2520,27652,3.2287149952026084,35.42874089180259,0.9680717625147288,0.734266137479699,101.12412239141122,133.3241482880112
case_086,3407,E2,hard_union,large_ge10ml,0.48828125,0.48828125,5.373893737792969,0.0012812361092073843,16192,44691,0.7340472709951875,0.7330752605311163,8.315130061487501,True,False,60883,1161,43176,1.4875151227897732,55.318650251138024,0.98128747340597,0.5850815402800335,79.49301315966295,133.3241482880112
case_086,3407,E2,soft_union_p0p5,large_ge10ml,0.48828125,0.48828125,5.373893737792969,0.0012812361092073843,16192,44691,0.7340472709951875,0.7564169227133065,8.010286113000069,True,False,64008,1173,40051,1.5028899561002618,51.31478740986495,0.9820039582086805,0.6151125803630633,83.51225083424652,133.3241482880112
case_094,3407,E0,hard_union,medium_1to10ml,0.4882810115814209,0.4882810115814209,2.546999931335449,0.0006072515115812865,2774,4518,0.6195831047723532,0.8104923863510058,2.546999931335449,True,False,7292,2551,859,1.5490986060438618,0.5216290484483251,0.7408310474448847,0.8946141577720526,5.977176628494603,4.949707070899066
case_094,3407,E0,soft_union_p0p5,medium_1to10ml,0.4882810115814209,0.4882810115814209,2.546999931335449,0.0006072515115812865,2774,4518,0.6195831047723532,0.8077856197617997,2.546999931335449,True,False,7325,2660,826,1.615289020806222,0.5015897485661427,0.7336004006009014,0.8986627407680039,6.063406343139146,4.949707070899066
case_094,3407,E2,hard_union,medium_1to10ml,0.4882810115814209,0.4882810115814209,2.546999931335449,0.0006072515115812865,812,3422,0.8082191780821918,0.6234722426741275,17.028406336660307,True,False,4234,1197,3917,0.7268800593628,2.378604170863899,0.7795986006260357,0.5194454668138878,3.297982959397967,4.949707070899066
case_094,3407,E2,soft_union_p0p5,medium_1to10ml,0.4882810115814209,0.4882810115814209,2.546999931335449,0.0006072515115812865,812,3422,0.8082191780821918,0.6232851588291395,16.98575508406947,True,False,4248,1232,3903,0.7481338622681449,2.3701026497017614,0.7751824817518248,0.5211630474788369,3.32773828346545,4.949707070899066
case_095,3407,E0,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392673492431641,0.0012857122960448781,40696,2774,0.0638141246836899,0.7889292196007259,5.735470419792128,True,False,43470,6412,16848,8.243987242239758,21.661680763764107,0.8714566376648891,0.720680393912265,64.1339007513106,77.55159427283496
case_095,3407,E0,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392673492431641,0.0012857122960448781,40696,2774,0.0638141246836899,0.7910407239819005,5.715182712663146,True,False,43705,6477,16613,8.327558541482675,21.35953837419356,0.870929815471683,0.7245764116847375,64.51961444012407,77.55159427283496
case_095,3407,E2,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392673492431641,0.0012857122960448781,36424,2720,0.06948702227672185,0.7485299601296503,7.8425647902218545,True,False,39144,5127,21174,6.59184694182209,27.22367215645425,0.8841905536355628,0.6489605093007063,56.919769058202796,77.55159427283496
case_095,3407,E2,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392673492431641,0.0012857122960448781,36424,2720,0.06948702227672185,0.7507463967873937,7.8277400947936915,True,False,39353,5166,20965,6.641989721367841,26.95495828658087,0.8839596576742514,0.6524254782983521,57.23862570762193,77.55159427283496
case_096,3407,E0,hard_union,medium_1to10ml,0.49486300349235535,0.49486300349235535,5.0,0.0012244469611273744,507,71,0.12283737024221453,0.319955715471907,12.271805385795716,True,False,578,254,2203,0.31100952812635313,2.697456655363606,0.6947115384615384,0.20783890686803308,1.0187398716579756,3.4051869988952284
case_096,3407,E0,soft_union_p0p5,medium_1to10ml,0.49486300349235535,0.49486300349235535,5.0,0.0012244469611273744,507,71,0.12283737024221453,0.32081722805080065,12.256958426190806,True,False,581,260,2200,0.31835620989311736,2.693783314480224,0.6908442330558858,0.20891765551959726,1.0297598943081219,3.4051869988952284
case_096,3407,E2,hard_union,medium_1to10ml,0.49486300349235535,0.49486300349235535,5.0,0.0012244469611273744,761,32,0.0403530895334174,0.4190224570673712,38.16466386867628,True,False,793,211,1988,0.258358308797876,2.4342005587212205,0.7898406374501992,0.2851492268967997,1.2293447489718838,3.4051869988952284
case_096,3407,E2,soft_union_p0p5,medium_1to10ml,0.49486300349235535,0.49486300349235535,5.0,0.0012244469611273744,761,32,0.0403530895334174,0.42016363156505676,38.14861548860477,True,False,796,212,1985,0.25958275575900336,2.430527217837838,0.7896825396825397,0.2862279755483639,1.2342425368163934,3.4051869988952284
case_107,3407,E0,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392673492431641,0.0012857122960448781,22922,2670,0.10432947796186308,0.7195737442184139,5.48038326954044,True,False,25592,12602,7345,16.202546354757555,9.44355681444963,0.67005288788815,0.7769985123113823,49.10649543513807,42.34750589483015
case_107,3407,E0,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392673492431641,0.0012857122960448781,22922,2670,0.10432947796186308,0.7198394994177645,5.48038326954044,True,False,25654,12686,7283,16.310546187625324,9.363842652094847,0.6691184141888368,0.7788808938276103,49.294209430360624,42.34750589483015
case_107,3407,E2,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392673492431641,0.0012857122960448781,21000,2570,0.10903691132795927,0.7062807143713292,5.588084869829166,True,False,23570,10237,9367,13.161836774611418,12.043267077052374,0.6971928890466471,0.7156085860885933,43.466075592389195,42.34750589483015
case_107,3407,E2,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.392673492431641,0.0012857122960448781,21000,2570,0.10903691132795927,0.7079241221579443,5.588084869829166,True,False,23679,10281,9258,13.218408115637391,11.903124436783482,0.69726148409894,0.7189179342380909,43.66278957368406,42.34750589483015
case_112,3407,E0,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.0,0.0011920917313548785,48187,7845,0.1400092804111936,0.9269531411555482,2.9296860694885254,True,False,56032,1562,7269,1.8620472843763203,8.665314795218611,0.9728791193527103,0.8851676908737619,68.65733117565287,75.46059868649516
case_112,3407,E0,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.0,0.0011920917313548785,48187,7845,0.1400092804111936,0.9274506886232495,2.9296860694885254,True,False,56095,1570,7206,1.8715840182271593,8.590213016143254,0.9727737795890055,0.8861629358146,68.74196968857908,75.46059868649516
case_112,3407,E2,hard_union,large_ge10ml,0.4882810115814209,0.4882810115814209,5.0,0.0011920917313548785,49008,6745,0.12098003694868438,0.9169675090252708,5.0,True,False,55753,2549,7548,3.0386418232235854,8.997908388266623,0.9562793729203115,0.8807601775643354,69.50133212145212,75.46059868649516
case_112,3407,E2,soft_union_p0p5,large_ge10ml,0.4882810115814209,0.4882810115814209,5.0,0.0011920917313548785,49008,6745,0.12098003694868438,0.9172221628597026,5.0,True,False,55796,2566,7505,3.0589073826566184,8.946648443818363,0.9560330351941332,0.8814394717303045,69.57285762533341,75.46059868649516
case_117,3407,E0,hard_union,small_lt1ml,0.4882810115814209,0.4882810115814209,2.531163215637207,0.0006034757480141479,157,0,0.0,0.5688405797101449,81.66540783472254,True,False,157,65,173,0.03922592362091962,0.1044013044064476,0.7072072072072072,0.47575757575757577,0.13397161605914085,0.19914699684466883
case_117,3407,E0,soft_union_p0p5,small_lt1ml,0.4882810115814209,0.4882810115814209,2.531163215637207,0.0006034757480141479,157,0,0.0,0.5688405797101449,81.66540783472254,True,False,157,65,173,0.03922592362091962,0.1044013044064476,0.7072072072072072,0.47575757575757577,0.13397161605914085,0.19914699684466883
case_117,3407,E2,hard_union,small_lt1ml,0.4882810115814209,0.4882810115814209,2.531163215637207,0.0006034757480141479,155,0,0.0,0.3024390243902439,90.47372574411271,True,False,155,540,175,0.3258769039276399,0.10560825590247588,0.22302158273381295,0.4696969696969697,0.4194156448698328,0.19914699684466883
